Arya's Needlework Batters
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Batters,6/10-6/16,Proj.,Actual,Own,Start,BA,R,HR,RBI,SB,
2B,"Scutaro, Marco(2B,3B,SS) SF ","Home: 0 Away: 6 (@PIT,@ATL)",119,303,68%,39%,0.2971,57,2,31,2
3B,"Frazier, Todd(1B,3B) CIN ",Home: 3 (MIL)Away: 4 (@CHC),283,186,70%,50%,0.2335,63,19,73,6
SS,"Tulowitzki, Troy(SS) COL ","Home: 6 (WAS,PHI)Away: 0 ",9,57,99%,96%,0.3117,72,25,82,1
OF,"Bourn, Michael(OF) CLE ",Home: 3 (WAS)Away: 3 (@TEX),82,134,81%,61%,0.2629,75,6,50,23
OF,"Jones, Adam(OF) BAL ","Home: 7 (LAA,BOS)Away: 0 ",44,8,100%,98%,0.2848,100,33,108,14
OF,"Stanton, Giancarlo(OF) MIA ","Home: 6 (MIL,STL)Away: 0 ",15,177,99%,90%,0.2494,62,24,62,1
DH,"Kipnis, Jason(2B) CLE ",Home: 3 (WAS)Away: 3 (@TEX),63,21,99%,95%,0.2837,86,17,84,30

Bench (1B),"Hosmer, Eric(1B) KC ",Home: 3 (DET)Away: 4 (@TB),154,41,98%,92%,0.3018,86,17,79,11
Bench (3B),"Reynolds, Mark(1B,3B) NYY ","Home: 0 Away: 6 (@OAK,@LAA)",254,223,42%,21%,0.2202,55,21,67,3
Bench (OF),"Jennings, Desmond(OF) TB ","Home: 7 (BOS,KC)Away: 0 ",88,112,91%,58%,0.2524,82,14,54,20
Bench (OF),"Swisher, Nick(1B,OF) CLE ",Home: 3 (WAS)Away: 3 (@TEX),231,167,79%,62%,0.2459,74,22,63,1
Bench (DH),"Dunn, Adam(1B) CHW ",Home: 2 (TOR)Away: 3 (@HOU),248,132,79%,58%,0.2190,60,34,86,1
Jon Snow's Celibacy Brigade Pitchers
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Pitchers,6/10-6/16,Proj.,Actual,Own,Start,ERA,WHIP,W,K,S,
P,"Bumgarner, Madison(P) SF ","Home: 0 Away: 6 (@PIT,@ATL)",53,39,95%,79%,2.772,1.0331,13,199,0
P,"Cobb, Alex(P) TB ","Home: 7 (BOS,KC)Away: 0 ",212,159,90%,59%,2.763,1.1512,11,134,0
P,"Colon, Bartolo(P) OAK ","Home: 6 (NYY,SEA)Away: 0 ",336,75,86%,53%,2.648,1.1664,18,117,0
P,"Greinke, Zack(P) LAD ",Home: 3 (ARI)Away: 3 (@PIT),36,71,97%,87%,2.634,1.1144,15,148,0
P,"Grilli, Jason(P) PIT ","Home: 6 (SF,LAD)Away: 0 ",179,232,73%,28%,2.700,1.0600,0,74,33
P,"Lee, Cliff(P) PHI ","Home: 0 Away: 6 (@MIN,@COL)",25,22,97%,86%,2.870,1.0105,14,222,0
P,"Wilhelmsen, Tom(P) SEA ",Home: 3 (HOU)Away: 3 (@OAK),116,447,30%,14%,4.119,1.3220,0,45,24

Bench (P),"Wilson, C.J.(P) LAA ",Home: 3 (NYY)Away: 3 (@BAL),140,113,95%,75%,3.391,1.3422,17,188,0
Injured (P),"Chen, Wei-Yin(P) BAL ","Home: 7 (LAA,BOS)Away: 0 ",196,416,58%,32%,4.073,1.3212,7,104,0
Injured (P),"Motte, Jason(P) STL ","Home: 0 Away: 6 (@NYM,@MIA)",84,1151,13%,2%,0.000,0.0000,0,0,0
Injured (P),"Ogando, Alexi(P) TEX ","Home: 7 (CLE,TOR)Away: 0 ",173,369,49%,19%,3.105,1.2268,7,72,0
"Active: 16, Reserve: 6, Injured: 3"

Little Finger Big Bat Batters
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Batters,6/10-6/16,Proj.,Actual,Own,Start,BA,R,HR,RBI,SB,
C,"Mauer, Joe(1B,C) MIN ","Home: 6 (PHI,DET)Away: 0 ",20,179,93%,33%,0.3236,62,11,47,0
1B,"Pujols, Albert(1B) LAA ",Home: 3 (NYY)Away: 3 (@BAL),7,218,66%,9%,0.2583,49,17,64,1
2B,"Carpenter, Matt(1B,2B,3B,OF) STL ","Home: 0 Away: 6 (@NYM,@MIA)",297,24,98%,97%,0.3179,126,11,78,3
3B,"Zimmerman, Ryan(3B) WAS ","Home: 0 Away: 6 (@COL,@CLE)",77,55,99%,94%,0.2746,84,26,79,6
SS,"Lowrie, Jed(2B,SS) OAK ","Home: 6 (NYY,SEA)Away: 0 ",353,99,93%,78%,0.2902,80,15,75,1
OF,"Gonzalez, Carlos(OF) COL ","Home: 6 (WAS,PHI)Away: 0 ",22,33,85%,20%,0.3018,72,26,70,21
OF,"McLouth, Nate(OF) BAL ","Home: 7 (LAA,BOS)Away: 0 ",332,114,81%,55%,0.2580,76,12,36,30
OF,"Upton, Justin(OF) ATL ",Home: 3 (SF)Away: 3 (@SD),39,56,99%,92%,0.2634,94,27,70,8
DH,"Freeman, Freddie(1B) ATL ",Home: 3 (SF)Away: 3 (@SD),89,20,99%,97%,0.3194,89,23,109,1

Bench (2B),"Johnson, Kelly(2B,3B,OF) TB ","Home: 7 (BOS,KC)Away: 0 ",258,270,50%,28%,0.2350,41,16,52,7
Bench (2B),"Seager, Kyle(2B,3B) SEA ",Home: 3 (HOU)Away: 3 (@OAK),232,87,97%,85%,0.2602,79,22,69,9
Bench (3B),"Freese, David(3B) STL ","Home: 0 Away: 6 (@NYM,@MIA)",155,261,60%,37%,0.2619,53,9,60,1
Bench (OF),"Parra, Gerardo(OF) ARI ","Home: 0 Away: 6 (@LAD,@SD)",363,166,59%,40%,0.2679,79,10,48,10
Little Finger Big Bat Pitchers
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Pitchers,6/10-6/16,Proj.,Actual,Own,Start,ERA,WHIP,W,K,S,
P,"Dickey, R.A.(P) TOR ","Home: 0 Away: 6 (@CHW,@TEX)",49,172,91%,67%,4.206,1.2374,14,177,0
P,"Griffin, A.J.(P) OAK ","Home: 6 (NYY,SEA)Away: 0 ",192,119,89%,67%,3.825,1.1250,14,171,0
P,"Harvey, Matt(P) NYM ","Home: 6 (STL,CHC)Away: 0 ",361,42,69%,17%,2.271,0.9308,9,191,0
P,"Holland, Greg(P) KC ",Home: 3 (DET)Away: 4 (@TB),150,54,93%,88%,1.209,0.8657,2,103,47
P,"Lackey, John(P) BOS ","Home: 0 Away: 7 (@TB,@BAL)",477,164,82%,51%,3.518,1.1567,10,161,0
P,"Lester, Jon(P) BOS ","Home: 0 Away: 7 (@TB,@BAL)",228,153,94%,73%,3.755,1.2937,15,177,0
P,"Shields, James(P) KC ",Home: 3 (DET)Away: 4 (@TB),60,85,96%,82%,3.149,1.2376,13,196,0

Bench (P),"Dempster, Ryan(P) BOS ","Home: 0 Away: 7 (@TB,@BAL)",211,426,57%,26%,4.570,1.4533,8,157,0
Bench (P),"Liriano, Francisco(P) PIT ","Home: 6 (SF,LAD)Away: 0 ",439,97,93%,75%,3.019,1.2236,16,163,0
Injured (P),"Madson, Ryan(P) LAA ",Home: 3 (NYY)Away: 3 (@BAL),244,1151,11%,1%,0.000,0.0000,0,0,0
Injured (P),"Peavy, Jake(P) BOS ","Home: 0 Away: 7 (@TB,@BAL)",101,229,91%,58%,4.168,1.1475,12,121,0
"Active: 16, Reserve: 6, Injured: 2"

Terran Scientists Batters
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Batters,6/10-6/16,Proj.,Actual,Own,Start,BA,R,HR,RBI,SB,
C,"Molina, Yadier(1B,C) STL ","Home: 0 Away: 6 (@NYM,@MIA)",32,80,99%,91%,0.3188,68,12,80,3
1B,"Napoli, Mike(1B,C) BOS ","Home: 0 Away: 7 (@TB,@BAL)",50,78,98%,88%,0.2590,79,23,92,1
2B,"Phillips, Brandon(2B) CIN ",Home: 3 (MIL)Away: 4 (@CHC),78,69,99%,95%,0.2607,80,18,103,5
3B,"Cabrera, Miguel(3B) DET ","Home: 0 Away: 6 (@KC,@MIN)",2,1,99%,89%,0.3477,103,44,137,3
SS,"Andrus, Elvis(SS) TEX ","Home: 7 (CLE,TOR)Away: 0 ",68,35,98%,89%,0.2710,91,4,67,42
OF,"Fowler, Dexter(OF) COL ","Home: 6 (WAS,PHI)Away: 0 ",185,151,79%,36%,0.2627,71,12,42,19
OF,"Markakis, Nick(OF) BAL ","Home: 7 (LAA,BOS)Away: 0 ",113,162,91%,73%,0.2713,89,10,59,1
OF,"Pagan, Angel(OF) SF ","Home: 0 Away: 6 (@PIT,@ATL)",153,316,41%,22%,0.2821,44,5,30,9
DH,"Murphy, Daniel(1B,2B) NYM ","Home: 6 (STL,CHC)Away: 0 ",136,34,97%,88%,0.2857,92,13,78,23

Bench (C),"McCann, Brian(C) ATL ",Home: 3 (SF)Away: 3 (@SD),128,240,94%,80%,0.2556,43,20,57,0
Bench (OF),"Cabrera, Melky(OF) TOR ","Home: 0 Away: 6 (@CHW,@TEX)",81,411,47%,7%,0.2791,39,3,30,2
Bench (OF),"Cruz, Nelson(OF) TEX ","Home: 7 (CLE,TOR)Away: 0 ",132,126,45%,13%,0.2663,49,27,76,5
Bench (OF),"Victorino, Shane(OF) BOS ","Home: 0 Away: 7 (@TB,@BAL)",90,53,95%,80%,0.2935,82,15,61,21
Bench (DH),"Aybar, Erick(SS) LAA ",Home: 3 (NYY)Away: 3 (@BAL),121,189,65%,50%,0.2709,68,6,54,12
Bench (DH),"Teixeira, Mark(1B) NYY ","Home: 0 Away: 6 (@OAK,@LAA)",107,871,31%,2%,0.1509,5,3,12,0
Terran Scientists Pitchers
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Pitchers,6/10-6/16,Proj.,Actual,Own,Start,ERA,WHIP,W,K,S,
P,"Hernandez, Felix(P) SEA ",Home: 3 (HOU)Away: 3 (@OAK),35,61,95%,68%,3.039,1.1305,12,216,0
P,"Kuroda, Hiroki(P) NYY ","Home: 0 Away: 6 (@OAK,@LAA)",149,154,92%,64%,3.308,1.1623,11,150,0
P,"Leake, Mike(P) CIN ",Home: 3 (MIL)Away: 4 (@CHC),381,192,79%,48%,3.369,1.2530,14,122,0
P,"Lohse, Kyle(P) MIL ","Home: 0 Away: 6 (@MIA,@CIN)",214,191,71%,38%,3.352,1.1678,11,125,0
P,"Miley, Wade(P) ARI ","Home: 0 Away: 6 (@LAD,@SD)",174,245,78%,53%,3.553,1.3174,10,147,0
P,"Sabathia, CC(P) NYY ","Home: 0 Away: 6 (@OAK,@LAA)",26,276,89%,57%,4.777,1.3697,14,175,0
P,"Sanchez, Anibal(P) DET ","Home: 0 Away: 6 (@KC,@MIN)",175,50,97%,85%,2.571,1.1538,14,202,0

Injured (P),"Price, David(P) TB ","Home: 7 (BOS,KC)Away: 0 ",10,147,96%,84%,3.327,1.0982,10,151,0
"Active: 16, Reserve: 6, Injured: 1"

Tyrion Shoelaces Batters
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Batters,6/10-6/16,Proj.,Actual,Own,Start,BA,R,HR,RBI,SB,
C,"Castro, Jason(C) HOU ",Home: 3 (CHW)Away: 3 (@SEA),480,178,71%,45%,0.2759,63,18,56,2
1B,"Encarnacion, Edwin(1B,3B) TOR ","Home: 0 Away: 6 (@CHW,@TEX)",57,16,91%,64%,0.2717,90,36,104,7
2B,"Pedroia, Dustin(2B) BOS ","Home: 0 Away: 7 (@TB,@BAL)",14,36,99%,97%,0.3011,91,9,84,17
3B,"Machado, Manny(3B) BAL ","Home: 7 (LAA,BOS)Away: 0 ",296,77,96%,84%,0.2834,88,14,71,6
SS,"Ramirez, Hanley(3B,SS) LAD ",Home: 3 (ARI)Away: 3 (@PIT),72,74,98%,84%,0.3454,62,20,57,10
OF,"Crawford, Carl(OF) LAD ",Home: 3 (ARI)Away: 3 (@PIT),99,212,84%,57%,0.2828,62,6,31,15
OF,"McCutchen, Andrew(OF) PIT ","Home: 6 (SF,LAD)Away: 0 ",29,7,100%,98%,0.3173,97,21,84,27
OF,"Trumbo, Mark(1B,OF) LAA ",Home: 3 (NYY)Away: 3 (@BAL),111,51,99%,94%,0.2339,85,34,100,5
