Arya's Needlework Batters
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Batters,3/31-4/7,Proj.,Actual,Own,Start,BA,R,HR,RBI,SB,
3B,"Beltre, Adrian(3B) TEX ",Home: 3 (LAA)Away: 3 (@HOU),46,19,100%,99%,0.3154,88,30,92,1
SS,"Cabrera, Asdrubal(SS) CLE ","Home: 0 Away: 6 (@TOR,@TB)",93,193,83%,67%,0.2421,66,14,64,9
OF,"Bautista, Jose(OF) TOR ","Home: 6 (CLE,BOS)Away: 0 ",30,65,80%,19%,0.2588,82,28,73,7
OF,"Choo, Shin-Soo(OF) CIN ","Home: 6 (LAA,WAS)Away: 0 ",100,31,99%,91%,0.2847,107,21,54,20
OF,"Kemp, Matt(OF) LAD ","Home: 6 (SF,PIT)Away: 0 ",6,342,93%,31%,0.2700,35,6,33,9
DH,"Revere, Ben(OF) PHI ",Home: 3 (KC)Away: 3 (@ATL),110,294,34%,3%,0.3048,37,0,17,22

Bench (C),"Ruiz, Carlos(C) PHI ",Home: 3 (KC)Away: 3 (@ATL),200,436,46%,36%,0.2677,30,5,37,1
Bench (1B),"Konerko, Paul(1B) CHW ","Home: 6 (KC,SEA)Away: 0 ",234,331,41%,22%,0.2441,41,12,54,0
Bench (DH),"Pence, Hunter(OF) SF ",Home: 3 (STL)Away: 3 (@LAD),184,9,99%,95%,0.2830,91,27,99,22
Injured (DH),"Lawrie, Brett(2B,3B) TOR ","Home: 6 (CLE,BOS)Away: 0 ",168,286,83%,65%,0.2544,41,11,46,9
House Beane: Ours is the Yard Pitchers
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Pitchers,3/31-4/7,Proj.,Actual,Own,Start,ERA,WHIP,W,K,S,
P,"Gonzalez, Gio(P) WAS ",Home: 3 (MIA)Away: 3 (@CIN),66,143,96%,78%,3.358,1.2521,11,192,0
P,"Morrow, Brandon(P) TOR ","Home: 6 (CLE,BOS)Away: 0 ",158,977,22%,3%,5.632,1.4908,2,42,0
P,"Nathan, Joe(P) TEX ",Home: 3 (LAA)Away: 3 (@HOU),127,63,95%,89%,1.392,0.8969,6,73,43
P,"Parker, Jarrod(P) OAK ",Home: 4 (SEA)Away: 3 (@HOU),263,224,86%,60%,3.975,1.2234,12,134,0
P,"Sale, Chris(P) CHW ","Home: 6 (KC,SEA)Away: 0 ",52,48,96%,84%,3.065,1.0731,11,226,0
P,"Street, Huston(P) SD ","Home: 0 Away: 6 (@NYM,@COL)",243,231,61%,49%,2.700,1.0235,2,46,33
P,"Weaver, Jered(P) LAA ","Home: 0 Away: 6 (@CIN,@TEX)",47,202,94%,72%,3.266,1.1404,11,117,0

Bench (P),"Holland, Derek(P) TEX ",Home: 3 (LAA)Away: 3 (@HOU),267,170,91%,66%,3.422,1.2864,10,189,0
Bench (P),"Lynn, Lance(P) STL ","Home: 0 Away: 6 (@ARI,@SF)",189,148,90%,60%,3.972,1.3140,15,198,0
Bench (P),"Milone, Tommy(P) OAK ",Home: 4 (SEA)Away: 3 (@HOU),191,266,33%,11%,4.145,1.2729,12,126,0
"Active: 16, Reserve: 6, Injured: 1"

Jon Snow's Celibacy Brigade Batters
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Batters,3/31-4/7,Proj.,Actual,Own,Start,BA,R,HR,RBI,SB,
C,"Montero, Miguel(C) ARI ",Home: 3 (STL)Away: 3 (@MIL),85,408,50%,30%,0.2300,44,11,42,0
1B,"Swisher, Nick(1B,OF) CLE ","Home: 0 Away: 6 (@TOR,@TB)",231,167,79%,62%,0.2459,74,22,63,1
2B,"Kipnis, Jason(2B) CLE ","Home: 0 Away: 6 (@TOR,@TB)",63,21,99%,95%,0.2837,86,17,84,30
3B,"Scutaro, Marco(2B,3B,SS) SF ",Home: 3 (STL)Away: 3 (@LAD),119,303,68%,39%,0.2971,57,2,31,2
SS,"Tulowitzki, Troy(SS) COL ",Home: 3 (SD)Away: 3 (@MIL),9,57,99%,96%,0.3117,72,25,82,1
OF,"Bourn, Michael(OF) CLE ","Home: 0 Away: 6 (@TOR,@TB)",82,134,81%,61%,0.2629,75,6,50,23
OF,"Jones, Adam(OF) BAL ",Home: 3 (MIN)Away: 3 (@TB),44,8,100%,98%,0.2848,100,33,108,14
OF,"Stanton, Giancarlo(OF) MIA ","Home: 0 Away: 6 (@WAS,@NYM)",15,177,99%,90%,0.2494,62,24,62,1
DH,"Jennings, Desmond(OF) TB ","Home: 6 (BAL,CLE)Away: 0 ",88,112,91%,58%,0.2524,82,14,54,20

Bench (1B),"Dunn, Adam(1B) CHW ","Home: 6 (KC,SEA)Away: 0 ",248,132,79%,58%,0.2190,60,34,86,1
Bench (1B),"Hosmer, Eric(1B) KC ","Home: 0 Away: 6 (@CHW,@PHI)",154,41,98%,92%,0.3018,86,17,79,11
Jon Snow's Celibacy Brigade Pitchers
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Pitchers,3/31-4/7,Proj.,Actual,Own,Start,ERA,WHIP,W,K,S,
P,"Bumgarner, Madison(P) SF ",Home: 3 (STL)Away: 3 (@LAD),53,39,95%,79%,2.772,1.0331,13,199,0
P,"Cobb, Alex(P) TB ","Home: 6 (BAL,CLE)Away: 0 ",212,159,90%,59%,2.763,1.1512,11,134,0
P,"Greinke, Zack(P) LAD ","Home: 6 (SF,PIT)Away: 0 ",36,71,97%,87%,2.634,1.1144,15,148,0
P,"Holland, Greg(P) KC ","Home: 0 Away: 6 (@CHW,@PHI)",150,54,93%,88%,1.209,0.8657,2,103,47
P,"Lee, Cliff(P) PHI ",Home: 3 (KC)Away: 3 (@ATL),25,22,97%,86%,2.870,1.0105,14,222,0
P,"Wilhelmsen, Tom(P) SEA ","Home: 0 Away: 7 (@OAK,@CHW)",116,447,30%,14%,4.119,1.3220,0,45,24
P,"Wilson, C.J.(P) LAA ","Home: 0 Away: 6 (@CIN,@TEX)",140,113,95%,75%,3.391,1.3422,17,188,0

Bench (P),"Chen, Wei-Yin(P) BAL ",Home: 3 (MIN)Away: 3 (@TB),196,416,58%,32%,4.073,1.3212,7,104,0
Bench (P),"Grilli, Jason(P) PIT ",Home: 3 (CHC)Away: 3 (@LAD),179,232,73%,28%,2.700,1.0600,0,74,33
Bench (P),"Motte, Jason(P) STL ","Home: 0 Away: 6 (@ARI,@SF)",84,1151,13%,2%,0.000,0.0000,0,0,0
Bench (P),"Ogando, Alexi(P) TEX ",Home: 3 (LAA)Away: 3 (@HOU),173,369,49%,19%,3.105,1.2268,7,72,0
"Active: 16, Reserve: 6"

Little Finger Big Bat Batters
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Batters,3/31-4/7,Proj.,Actual,Own,Start,BA,R,HR,RBI,SB,
C,"Mauer, Joe(1B,C) MIN ",Home: 3 (DET)Away: 3 (@BAL),20,179,93%,33%,0.3236,62,11,47,0
1B,"Pujols, Albert(1B) LAA ","Home: 0 Away: 6 (@CIN,@TEX)",7,218,66%,9%,0.2583,49,17,64,1
2B,"Walker, Neil(2B) PIT ",Home: 3 (CHC)Away: 3 (@LAD),106,235,65%,49%,0.2510,62,16,53,1
3B,"Zimmerman, Ryan(3B) WAS ",Home: 3 (MIA)Away: 3 (@CIN),77,55,99%,94%,0.2746,84,26,79,6
SS,"Hardy, J.J.(SS) BAL ",Home: 3 (MIN)Away: 3 (@TB),188,121,97%,87%,0.2629,66,25,76,2
OF,"Gomez, Carlos(OF) MIL ","Home: 6 (COL,ARI)Away: 0 ",98,10,98%,83%,0.2836,80,24,73,40
OF,"Gonzalez, Carlos(OF) COL ",Home: 3 (SD)Away: 3 (@MIL),22,33,85%,20%,0.3018,72,26,70,21
OF,"Upton, Justin(OF) ATL ","Home: 6 (PHI,CHC)Away: 0 ",39,56,99%,92%,0.2634,94,27,70,8
DH,"Freeman, Freddie(1B) ATL ","Home: 6 (PHI,CHC)Away: 0 ",89,20,99%,97%,0.3194,89,23,109,1

Bench (C),"Doumit, Ryan(C,OF) MIN ",Home: 3 (DET)Away: 3 (@BAL),87,289,50%,34%,0.2474,49,14,55,1
Bench (1B),"Carpenter, Matt(1B,2B,3B,OF) STL ","Home: 0 Away: 6 (@ARI,@SF)",297,24,98%,97%,0.3179,126,11,78,3
Bench (2B),"Espinosa, Danny(2B,SS) WAS ",Home: 3 (MIA)Away: 3 (@CIN),148,962,11%,2%,0.1582,11,3,12,1
Injured (3B),"Freese, David(3B) STL ","Home: 0 Away: 6 (@ARI,@SF)",155,261,60%,37%,0.2619,53,9,60,1
Little Finger Big Bat Pitchers
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Pitchers,3/31-4/7,Proj.,Actual,Own,Start,ERA,WHIP,W,K,S,
P,"Dickey, R.A.(P) TOR ","Home: 6 (CLE,BOS)Away: 0 ",49,172,91%,67%,4.206,1.2374,14,177,0
P,"Gallardo, Yovani(P) MIL ","Home: 6 (COL,ARI)Away: 0 ",65,292,80%,41%,4.184,1.3616,12,144,0
P,"Griffin, A.J.(P) OAK ",Home: 4 (SEA)Away: 3 (@HOU),192,119,89%,67%,3.825,1.1250,14,171,0
P,"Harvey, Matt(P) NYM ","Home: 6 (SD,MIA)Away: 0 ",361,42,69%,17%,2.271,0.9308,9,191,0
P,"Lester, Jon(P) BOS ","Home: 0 Away: 6 (@NYY,@TOR)",228,153,94%,73%,3.755,1.2937,15,177,0
P,"Peavy, Jake(P) BOS ","Home: 0 Away: 6 (@NYY,@TOR)",101,229,91%,58%,4.168,1.1475,12,121,0
P,"Shields, James(P) KC ","Home: 0 Away: 6 (@CHW,@PHI)",60,85,96%,82%,3.149,1.2376,13,196,0

Bench (P),"Billingsley, Chad(P) LAD ","Home: 6 (SF,PIT)Away: 0 ",226,930,8%,1%,3.000,1.4167,1,6,0
Bench (P),"Dempster, Ryan(P) BOS ","Home: 0 Away: 6 (@NYY,@TOR)",211,426,57%,26%,4.570,1.4533,8,157,0
Bench (P),"Hellickson, Jeremy(P) TB ","Home: 6 (BAL,CLE)Away: 0 ",227,384,58%,29%,5.172,1.3506,12,135,0
Injured (P),"Madson, Ryan(P) LAA ","Home: 0 Away: 6 (@CIN,@TEX)",244,1151,11%,1%,0.000,0.0000,0,0,0
"Active: 16, Reserve: 6, Injured: 2"

Terran Scientists Batters
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Batters,3/31-4/7,Proj.,Actual,Own,Start,BA,R,HR,RBI,SB,
C,"Molina, Yadier(1B,C) STL ","Home: 0 Away: 6 (@ARI,@SF)",32,80,99%,91%,0.3188,68,12,80,3
1B,"Napoli, Mike(1B,C) BOS ","Home: 0 Away: 6 (@NYY,@TOR)",50,78,98%,88%,0.2590,79,23,92,1
2B,"Phillips, Brandon(2B) CIN ","Home: 6 (LAA,WAS)Away: 0 ",78,69,99%,95%,0.2607,80,18,103,5
3B,"Cabrera, Miguel(3B) DET ",Home: 3 (NYY)Away: 3 (@MIN),2,1,99%,89%,0.3477,103,44,137,3
SS,"Andrus, Elvis(SS) TEX ",Home: 3 (LAA)Away: 3 (@HOU),68,35,98%,89%,0.2710,91,4,67,42
OF,"Cabrera, Melky(OF) TOR ","Home: 6 (CLE,BOS)Away: 0 ",81,411,47%,7%,0.2791,39,3,30,2
OF,"Cruz, Nelson(OF) TEX ",Home: 3 (LAA)Away: 3 (@HOU),132,126,45%,13%,0.2663,49,27,76,5
OF,"Victorino, Shane(OF) BOS ","Home: 0 Away: 6 (@NYY,@TOR)",90,53,95%,80%,0.2935,82,15,61,21
DH,"Teixeira, Mark(1B) NYY ",Home: 3 (BOS)Away: 3 (@DET),107,871,31%,2%,0.1509,5,3,12,0

Bench (C),"McCann, Brian(C) ATL ","Home: 6 (PHI,CHC)Away: 0 ",128,240,94%,80%,0.2556,43,20,57,0
Bench (2B),"Murphy, Daniel(1B,2B) NYM ","Home: 6 (SD,MIA)Away: 0 ",136,34,97%,88%,0.2857,92,13,78,23
Bench (DH),"Aybar, Erick(SS) LAA ","Home: 0 Away: 6 (@CIN,@TEX)",121,189,65%,50%,0.2709,68,6,54,12
Bench (DH),"Fowler, Dexter(OF) COL ",Home: 3 (SD)Away: 3 (@MIL),185,151,79%,36%,0.2627,71,12,42,19
Bench (DH),"Markakis, Nick(OF) BAL ",Home: 3 (MIN)Away: 3 (@TB),113,162,91%,73%,0.2713,89,10,59,1
Bench (DH),"Pagan, Angel(OF) SF ",Home: 3 (STL)Away: 3 (@LAD),153,316,41%,22%,0.2821,44,5,30,9
Terran Scientists Pitchers
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Pitchers,3/31-4/7,Proj.,Actual,Own,Start,ERA,WHIP,W,K,S,
P,"Hernandez, Felix(P) SEA ","Home: 0 Away: 7 (@OAK,@CHW)",35,61,95%,68%,3.039,1.1305,12,216,0
P,"Kuroda, Hiroki(P) NYY ",Home: 3 (BOS)Away: 3 (@DET),149,154,92%,64%,3.308,1.1623,11,150,0
P,"Lohse, Kyle(P) MIL ","Home: 6 (COL,ARI)Away: 0 ",214,191,71%,38%,3.352,1.1678,11,125,0
P,"Miley, Wade(P) ARI ",Home: 3 (STL)Away: 3 (@MIL),174,245,78%,53%,3.553,1.3174,10,147,0
P,"Price, David(P) TB ","Home: 6 (BAL,CLE)Away: 0 ",10,147,96%,84%,3.327,1.0982,10,151,0
P,"Sabathia, CC(P) NYY ",Home: 3 (BOS)Away: 3 (@DET),26,276,89%,57%,4.777,1.3697,14,175,0
P,"Sanchez, Anibal(P) DET ",Home: 3 (NYY)Away: 3 (@MIN),175,50,97%,85%,2.571,1.1538,14,202,0

"Active: 16, Reserve: 6"

Tyrion Shoelaces Batters
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Batters,3/31-4/7,Proj.,Actual,Own,Start,BA,R,HR,RBI,SB,
C,"Perez, Salvador(C) KC ","Home: 0 Away: 6 (@CHW,@PHI)",86,168,85%,72%,0.2923,48,13,79,0
1B,"Encarnacion, Edwin(1B,3B) TOR ","Home: 6 (CLE,BOS)Away: 0 ",57,16,91%,64%,0.2717,90,36,104,7
2B,"Pedroia, Dustin(2B) BOS ","Home: 0 Away: 6 (@NYY,@TOR)",14,36,99%,97%,0.3011,91,9,84,17
3B,"Alvarez, Pedro(3B) PIT ",Home: 3 (CHC)Away: 3 (@LAD),146,68,96%,85%,0.2330,70,36,100,2
SS,"Castro, Starlin(SS) CHC ","Home: 0 Away: 6 (@PIT,@ATL)",24,282,84%,64%,0.2447,59,10,44,9
OF,"Harper, Bryce(OF) WAS ",Home: 3 (MIA)Away: 3 (@CIN),42,108,99%,88%,0.2736,71,20,58,11
OF,"McCutchen, Andrew(OF) PIT ",Home: 3 (CHC)Away: 3 (@LAD),29,7,100%,98%,0.3173,97,21,84,27
OF,"Trumbo, Mark(1B,OF) LAA ","Home: 0 Away: 6 (@CIN,@TEX)",111,51,99%,94%,0.2339,85,34,100,5
DH,"Butler, Billy(1B) KC ","Home: 0 Away: 6 (@CHW,@PHI)",103,128,96%,88%,0.2887,62,15,82,0

Bench (2B),"Bonifacio, Emilio(2B,3B,OF) KC ","Home: 0 Away: 6 (@CHW,@PHI)",255,236,51%,40%,0.2429,54,3,31,28
Bench (3B),"Ramirez, Hanley(3B,SS) LAD ","Home: 6 (SF,PIT)Away: 0 ",72,74,98%,84%,0.3454,62,20,57,10
Bench (DH),"Crawford, Carl(OF) LAD ","Home: 6 (SF,PIT)Away: 0 ",99,212,84%,57%,0.2828,62,6,31,15
Tyrion Shoelaces Pitchers
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Pitchers,3/31-4/7,Proj.,Actual,Own,Start,ERA,WHIP,W,K,S,
P,"Anderson, Brett(P) OAK ",Home: 4 (SEA)Away: 3 (@HOU),193,973,25%,5%,6.045,1.6119,1,46,3
P,"Buchholz, Clay(P) BOS ","Home: 0 Away: 6 (@NYY,@TOR)",195,144,93%,47%,1.745,1.0246,12,96,0
P,"Darvish, Yu(P) TEX ",Home: 3 (LAA)Away: 3 (@HOU),70,15,97%,90%,2.833,1.0731,13,277,0
P,"Moore, Matt(P) TB ","Home: 6 (BAL,CLE)Away: 0 ",157,141,96%,63%,3.293,1.2971,17,143,0
P,"Soriano, Rafael(P) WAS ",Home: 3 (MIA)Away: 3 (@CIN),126,194,90%,80%,3.105,1.2300,3,51,43
P,"Strasburg, Stephen(P) WAS ",Home: 3 (MIA)Away: 3 (@CIN),17,90,96%,75%,3.000,1.0492,8,191,0
P,"Zimmermann, Jordan(P) WAS ",Home: 3 (MIA)Away: 3 (@CIN),124,46,96%,78%,3.248,1.0875,19,161,0

