Arya's Needlework Batters
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Batters,3/31-4/7,Proj.,Actual,Own,Start,BA,R,HR,RBI,SB,
Bench (P),"Doubront, Felix(P) BOS ","Home: 0 Away: 6 (@NYY,@TOR)",379,343,54%,22%,4.324,1.4292,11,139,0
Bench (P),"Estrada, Marco(P) MIL ","Home: 6 (COL,ARI)Away: 0 ",190,273,57%,37%,3.867,1.0781,7,118,0
Bench (P),"Hughes, Phil(P) NYY ",Home: 3 (BOS)Away: 3 (@DET),176,710,34%,15%,5.190,1.4554,4,121,0
"Active: 16, Reserve: 6"

White Walkers Batters
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Batters,3/31-4/7,Proj.,Actual,Own,Start,BA,R,HR,RBI,SB,
C,"Montero, Jesus(C) SEA ","Home: 0 Away: 7 (@OAK,@CHW)",80,886,14%,4%,0.2079,6,3,9,0
1B,"Craig, Allen(1B,OF) STL ","Home: 0 Away: 6 (@ARI,@SF)",55,62,89%,45%,0.3150,71,13,97,2
2B,"Altuve, Jose(2B) HOU ","Home: 6 (TEX,OAK)Away: 0 ",51,76,95%,83%,0.2827,64,5,52,35
3B,"Middlebrooks, Will(3B) BOS ","Home: 0 Away: 6 (@NYY,@TOR)",118,310,62%,39%,0.2270,41,17,49,3
SS,"Reyes, Jose(SS) TOR ","Home: 6 (CLE,BOS)Away: 0 ",12,182,99%,94%,0.2958,58,10,37,15
OF,"Bruce, Jay(OF) CIN ","Home: 6 (LAA,WAS)Away: 0 ",41,26,99%,97%,0.2620,89,30,109,7
OF,"Prado, Martin(2B,3B,OF) ARI ",Home: 3 (STL)Away: 3 (@MIL),166,116,98%,88%,0.2824,70,14,82,3
OF,"Trout, Mike(OF) LAA ","Home: 0 Away: 6 (@CIN,@TEX)",3,2,100%,99%,0.3226,109,27,97,33
DH,"Rizzo, Anthony(1B) CHC ","Home: 0 Away: 6 (@PIT,@ATL)",104,138,96%,81%,0.2327,71,23,80,6

Bench (1B),"Howard, Ryan(1B) PHI ",Home: 3 (KC)Away: 3 (@ATL),202,350,45%,3%,0.2657,34,11,43,0
Bench (2B),"Ackley, Dustin(1B,2B,OF) SEA ","Home: 0 Away: 7 (@OAK,@CHW)",122,459,29%,17%,0.2526,40,4,31,2
Bench (DH),"Morse, Michael(1B,OF) BAL ",Home: 3 (MIN)Away: 3 (@TB),169,505,43%,17%,0.2147,34,13,27,0
Bench (DH),"Suzuki, Ichiro(OF) NYY ",Home: 3 (BOS)Away: 3 (@DET),152,215,55%,34%,0.2615,57,7,35,20
White Walkers Pitchers
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Pitchers,3/31-4/7,Proj.,Actual,Own,Start,ERA,WHIP,W,K,S,
P,"Halladay, Roy(P) PHI ",Home: 3 (KC)Away: 3 (@ATL),96,963,68%,30%,6.823,1.4677,4,51,0
P,"Hamels, Cole(P) PHI ",Home: 3 (KC)Away: 3 (@ATL),21,145,94%,78%,3.600,1.1591,8,202,0
P,"Kimbrel, Craig(P) ATL ","Home: 6 (PHI,CHC)Away: 0 ",31,40,96%,94%,1.209,0.8806,4,98,50
P,"Minor, Mike(P) ATL ","Home: 6 (PHI,CHC)Away: 0 ",161,72,96%,76%,3.210,1.0896,13,181,0
P,"Putz, J.J.(P) ARI ",Home: 3 (STL)Away: 3 (@MIL),180,521,21%,7%,2.359,1.2524,3,38,6
P,"Rodney, Fernando(P) TB ","Home: 6 (BAL,CLE)Away: 0 ",102,185,88%,78%,3.375,1.3350,5,82,37
P,"Wainwright, Adam(P) STL ","Home: 0 Away: 6 (@ARI,@SF)",48,13,97%,88%,2.942,1.0676,19,219,0

Bench (P),"Cahill, Trevor(P) ARI ",Home: 3 (STL)Away: 3 (@MIL),213,451,38%,17%,3.989,1.4182,8,102,0
Bench (P),"Hanrahan, Joel(P) BOS ","Home: 0 Away: 6 (@NYY,@TOR)",177,1315,10%,2%,9.818,2.1818,0,5,4
"Active: 16, Reserve: 6"

Will trade 3 dragons for Posey Batters
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Batters,3/31-4/7,Proj.,Actual,Own,Start,BA,R,HR,RBI,SB,
C,"Posey, Buster(1B,C) SF ",Home: 3 (STL)Away: 3 (@LAD),11,131,99%,95%,0.2942,61,15,72,2
1B,"Votto, Joey(1B) CIN ","Home: 6 (LAA,WAS)Away: 0 ",13,29,100%,99%,0.3046,101,24,73,6
2B,"Utley, Chase(2B) PHI ",Home: 3 (KC)Away: 3 (@ATL),120,88,98%,91%,0.2836,73,18,69,8
3B,"Ramirez, Aramis(3B) MIL ","Home: 6 (COL,ARI)Away: 0 ",76,281,81%,53%,0.2829,43,12,49,0
SS,"Desmond, Ian(SS) WAS ",Home: 3 (MIA)Away: 3 (@CIN),34,38,99%,96%,0.2800,77,20,80,21
OF,"Cespedes, Yoenis(OF) OAK ",Home: 4 (SEA)Away: 3 (@HOU),38,104,97%,82%,0.2401,74,26,80,7
OF,"Jackson, Austin(OF) DET ",Home: 3 (NYY)Away: 3 (@MIN),133,122,95%,84%,0.2717,99,12,49,8
OF,"Upton, B.J.(OF) ATL ","Home: 6 (PHI,CHC)Away: 0 ",114,560,43%,18%,0.1841,30,9,26,12
DH,"Reddick, Josh(OF) OAK ",Home: 4 (SEA)Away: 3 (@HOU),135,253,50%,24%,0.2260,54,12,56,9

Bench (1B),"Young, Michael(1B,2B,3B) LAD ","Home: 6 (SF,PIT)Away: 0 ",253,275,64%,36%,0.2794,52,8,46,1
Bench (SS),"Jeter, Derek(SS) NYY ",Home: 3 (BOS)Away: 3 (@DET),139,912,45%,8%,0.1905,8,1,7,0
Bench (DH),"Crisp, Coco(OF) OAK ",Home: 4 (SEA)Away: 3 (@HOU),205,45,92%,78%,0.2612,93,22,66,21
Bench (DH),"Sandoval, Pablo(3B) SF ",Home: 3 (STL)Away: 3 (@LAD),147,181,95%,80%,0.2781,52,14,79,0
Will trade 3 dragons for Posey Pitchers
,,Schedule,Rankings,,Trends,,Stats,,,,,
Pos,Active Pitchers,3/31-4/7,Proj.,Actual,Own,Start,ERA,WHIP,W,K,S,
P,"Burnett, A.J.(P) PIT ",Home: 3 (CHC)Away: 3 (@LAD),210,124,93%,68%,3.298,1.2147,10,209,0
P,"Chapman, Aroldis(P) CIN ","Home: 6 (LAA,WAS)Away: 0 ",156,102,96%,91%,2.545,1.0366,4,112,38
P,"Hudson, Tim(P) ATL ","Home: 6 (PHI,CHC)Away: 0 ",262,334,22%,5%,3.975,1.1878,8,95,0
P,"Kennedy, Ian(P) SD ","Home: 0 Away: 6 (@NYM,@COL)",95,454,64%,32%,4.914,1.3952,7,163,0
P,"Medlen, Kris(P) ATL ","Home: 6 (PHI,CHC)Away: 0 ",97,110,93%,70%,3.107,1.2234,15,157,0
P,"Pettitte, Andy(P) NYY ",Home: 3 (BOS)Away: 3 (@DET),194,278,63%,39%,3.739,1.3273,11,128,0
P,"Verlander, Justin(P) DET ",Home: 3 (NYY)Away: 3 (@MIN),5,123,97%,87%,3.463,1.3145,13,217,0

Bench (P),"Rivera, Mariano(P) NYY ",Home: 3 (BOS)Away: 3 (@DET),144,105,94%,87%,2.109,1.0469,6,54,44
Bench (P),"Vogelsong, Ryan(P) SF ",Home: 3 (STL)Away: 3 (@LAD),224,1334,28%,12%,5.730,1.5627,4,67,0
"Active: 16, Reserve: 6"
